rank,conference,team,player,games,strict_team_games,minutes,mpg,min_pct,position_scale,creation_role,raw_bpm,bpm,obpm,dbpm,vorp_style,pts_per100,adj_pts_per100,ast_per100,reb_per100,stl_per100,blk_per100,to_per100,qualifies_minutes
27,Inland Empire Athletic,San Bernardino Valley,Andre Speight,24,26,455.0,19.0,43.5,2.41,3.65,8.0,8.5,6.06,2.44,1.45,21.9,18.5,4.3,4.5,2.4,0.5,2.4,True
28,WSC South,Citrus,Malik Khouzam,29,30,414.0,14.3,34.1,2.19,3.37,8.03,8.21,7.27,0.94,1.274,19.5,15.9,6.9,3.5,1.7,0.3,3.3,True
29,Inland Empire Athletic,Chaffey,Ryan Lewis,23,23,310.0,13.5,32.9,4.63,3.7,11.31,7.95,8.76,-0.81,0.918,25.2,22.7,1.6,12.3,1.9,1.9,1.9,True
30,South Coast-North,East Los Angeles,Terrence Hampton,20,20,473.0,23.6,58.8,4.93,3.08,6.16,7.86,4.65,3.21,1.414,21.7,18.2,3.6,18.6,1.3,1.5,4.8,True
31,Pacific Coast Athletic,San Diego City,Brandon Bento-Jackson,20,22,618.0,30.9,69.4,2.12,3.0,7.49,7.64,2.26,5.39,1.797,14.7,13.0,4.9,6.2,3.0,0.0,2.4,True
32,Orange Empire Athletic,Santiago Canyon,Tony Colley,29,29,885.0,30.5,74.4,3.28,2.52,12.18,7.6,6.8,0.81,2.526,25.7,22.9,3.4,13.6,2.1,1.1,2.4,True
33,Orange Empire Athletic,Fullerton,Justin Davis,30,30,921.0,30.7,76.4,1.86,2.43,7.06,7.36,1.99,5.37,2.614,12.1,10.0,8.7,8.3,2.4,0.5,3.2,True
34,WSC South,Antelope Valley,Malik Larane,24,24,691.0,28.8,71.8,2.84,1.73,12.8,7.33,6.0,1.33,1.959,36.5,32.9,4.5,7.3,3.4,0.8,4.7,True
35,Pacific Coast Athletic,San Diego City,Reid Celestin,22,22,415.0,18.9,46.6,3.92,3.54,7.05,7.21,0.93,6.28,1.152,20.7,18.7,1.6,14.5,3.5,1.6,4.7,True
36,WSC North,Allan Hancock,Ay-Keen Richardson,23,25,708.0,30.8,69.4,3.26,2.2,9.13,7.04,4.83,2.22,1.913,25.2,24.2,3.1,8.6,1.1,0.7,2.8,True
37,Orange Empire Athletic,Cypress,Vincent Albertini,30,30,632.0,21.1,52.2,3.92,3.21,9.04,7.0,3.28,3.72,1.719,23.4,21.4,3.1,15.3,3.6,0.5,4.4,True
38,South Coast-North,East Los Angeles,Jayden Barnes,18,20,302.0,16.8,37.6,1.65,3.42,5.25,6.95,2.56,4.39,0.82,13.9,11.6,7.1,3.5,2.4,0.7,4.0,True
39,WSC North,Moorpark,Isaiah Sherrard,17,29,445.0,26.2,37.7,4.15,3.1,11.18,6.93,3.25,3.68,1.189,29.7,27.8,2.0,14.1,3.2,2.5,4.1,True
40,Pacific Coast Athletic,San Diego City,Kenny Gonzalez,20,22,603.0,30.1,67.8,2.43,2.79,6.73,6.89,1.49,5.4,1.616,22.3,19.8,4.4,4.1,3.5,0.1,2.8,True
41,South Coast-North,Mt. San Antonio,Marvel Chambers,23,26,498.0,21.7,47.4,2.48,3.25,10.61,6.86,2.27,4.59,1.332,20.8,19.1,4.8,12.8,4.0,0.4,3.3,True
42,WSC South,Citrus,Brandon Suber,30,30,527.0,17.6,43.4,2.58,3.36,6.65,6.83,4.33,2.5,1.401,12.2,9.8,6.9,7.4,2.5,0.5,3.6,True
43,WSC North,Allan Hancock,Noah Morris,24,25,400.0,16.7,39.2,4.38,3.47,8.89,6.8,2.99,3.8,1.051,16.1,15.4,2.3,23.3,1.1,1.6,2.4,True
44,Inland Empire Athletic,Chaffey,Nate Simon,23,23,703.0,30.6,74.6,2.23,1.81,9.98,6.62,7.87,-1.26,1.802,23.6,20.6,7.7,5.6,2.4,0.4,3.4,True
45,South Coast-North,Pasadena City,Quinlan Daly,22,22,340.0,15.5,38.6,2.66,3.55,13.12,6.62,6.36,0.26,0.892,32.8,30.7,1.0,9.6,2.9,0.5,2.9,True
46,WSC North,Moorpark,Jordan Torres,28,29,762.0,27.2,64.5,2.12,1.44,10.7,6.45,2.44,4.01,1.926,22.8,21.2,8.9,6.8,4.3,0.1,4.9,True
47,South Coast-North,Pasadena City,Jalen Vazquez,22,22,766.0,34.8,86.9,2.05,1.02,12.94,6.44,4.12,2.32,1.967,18.0,16.7,12.8,9.4,3.9,0.4,4.4,True
48,Pacific Coast Athletic,Palomar,Max Zylicz,22,23,591.0,26.9,64.4,2.77,2.64,12.17,6.41,4.62,1.79,1.519,26.9,25.7,2.8,10.6,2.4,0.9,3.6,True
49,Orange Empire Athletic,Cypress,Michael Wright,30,30,932.0,31.1,77.0,4.77,2.41,8.39,6.36,4.59,1.76,2.354,25.1,23.0,2.6,12.5,0.9,1.5,3.1,True
50,Orange Empire Athletic,Fullerton,Darvelle Wyatt,29,30,528.0,18.2,43.8,3.64,3.56,6.06,6.35,1.64,4.71,1.337,19.9,16.3,5.4,15.8,2.3,0.5,5.5,True
51,South Coast-North,East Los Angeles,Zyier Beverly,19,20,416.0,21.9,51.7,4.56,3.52,4.56,6.26,2.78,3.48,1.042,25.3,21.2,0.9,13.9,2.2,2.8,5.2,True
52,WSC North,Moorpark,Cooper Lucas,29,29,613.0,21.1,51.9,2.24,2.72,10.4,6.15,3.94,2.22,1.496,22.3,20.9,3.2,5.8,2.4,0.0,1.9,True
53,WSC North,Cuesta,Alessandro Perotti,24,24,732.0,30.5,76.2,5.0,1.25,11.67,5.99,0.97,5.03,1.782,30.8,29.6,5.8,17.7,1.7,4.3,7.4,True
54,South Coast-North,Pasadena City,Dylan Swillis,21,22,657.0,31.3,74.5,5.0,2.07,12.39,5.89,4.35,1.54,1.577,31.1,29.2,3.3,16.2,3.5,2.2,5.7,True
55,Orange Empire Athletic,Irvine Valley,Matt Mowers,22,22,620.0,28.2,70.4,4.41,1.63,9.7,5.88,2.42,3.45,1.488,26.6,24.8,3.9,12.4,1.3,1.2,5.0,True
56,Inland Empire Athletic,Chaffey,Elijah Goad,23,23,485.0,21.1,51.4,2.33,3.76,9.14,5.77,6.49,-0.72,1.121,17.6,15.3,2.6,5.1,3.0,0.2,1.0,True
57,WSC North,Allan Hancock,Owen Ubaldo,24,25,647.0,27.0,63.4,2.31,2.49,7.85,5.76,1.23,4.53,1.501,20.1,19.2,4.1,7.7,3.0,0.1,3.5,True
58,WSC South,Santa Monica,David Solomon,27,27,831.0,30.8,76.6,4.71,1.48,10.89,5.75,5.07,0.69,1.957,24.5,22.6,5.3,14.1,1.7,1.2,4.5,True
59,Orange Empire Athletic,Santiago Canyon,EJ Bryson,29,29,858.0,29.6,72.1,2.76,1.96,10.32,5.74,4.35,1.39,1.974,28.5,25.1,7.0,8.2,3.5,0.5,5.1,True
60,WSC South,Antelope Valley,Mister Burnside,24,24,758.0,31.6,78.7,2.71,1.39,11.13,5.66,4.57,1.09,1.765,30.5,27.7,5.6,8.4,2.8,0.3,4.9,True
61,Orange Empire Athletic,Cypress,James Christian III,29,30,697.0,24.0,57.6,2.41,3.06,7.67,5.64,1.95,3.69,1.609,20.7,18.9,4.5,7.7,3.0,0.0,3.2,True
62,Orange Empire Athletic,Fullerton,Jackson Hopps,28,30,467.0,16.7,38.7,3.12,3.8,5.27,5.57,1.33,4.24,1.072,16.2,13.6,3.7,10.2,2.0,0.4,4.3,True
63,Orange Empire Athletic,Santa Ana,Kelvonte Ellis,29,29,809.0,27.9,69.1,5.0,2.46,11.45,5.56,3.9,1.66,1.848,20.4,19.7,3.8,15.1,2.4,3.0,3.3,True
64,WSC North,Cuesta,Shinichi Itoh,24,24,758.0,31.6,78.9,2.44,1.83,11.2,5.53,3.75,1.78,1.738,30.4,29.1,3.4,5.0,3.0,0.1,4.5,True
65,Inland Empire Athletic,Chaffey,Mourad Toure,23,23,520.0,22.6,55.2,3.28,3.61,8.78,5.42,7.21,-1.8,1.147,25.1,22.0,1.1,11.4,2.3,0.6,1.7,True
66,South Coast-South,Cerritos,Spencer Ezewiro,26,27,623.0,24.0,57.3,4.63,2.62,10.28,5.37,3.53,1.84,1.392,29.0,26.9,3.3,20.4,1.8,2.7,4.7,True
67,WSC North,Cuesta,Stevie Waiters,22,24,298.0,13.5,31.0,2.3,4.14,10.99,5.32,-1.36,6.69,0.665,15.5,14.8,4.1,12.0,5.0,0.2,2.5,True
68,Pacific Coast Athletic,Palomar,Isaiah Pomare,23,23,719.0,31.3,78.3,5.0,2.28,11.06,5.3,3.35,1.95,1.604,24.8,23.7,2.7,18.5,2.4,2.1,4.0,True
69,Orange Empire Athletic,Fullerton,Kairi Shepherd,30,30,724.0,24.1,60.0,1.86,3.04,4.96,5.26,1.11,4.15,1.594,11.9,9.8,8.0,6.9,1.7,0.3,4.2,True
70,Orange Empire Athletic,Santa Ana,Jackson Brennan,29,29,773.0,26.7,66.0,2.35,2.4,11.12,5.23,3.27,1.96,1.689,26.1,25.2,2.6,9.4,3.5,0.6,3.4,True
71,Inland Empire Athletic,Chaffey,Jace Conway,22,23,413.0,18.8,43.8,4.55,3.77,8.53,5.16,6.54,-1.38,0.88,16.8,14.8,3.2,13.1,2.6,0.7,2.2,True
72,Orange Empire Athletic,Santiago Canyon,Efe Gucoglu,28,29,502.0,17.9,42.2,2.71,3.56,9.71,5.13,5.17,-0.04,1.064,24.5,22.0,2.3,5.8,1.5,0.4,1.9,True
73,Pacific Coast Athletic,San Diego City,Abraham Kamano,21,22,325.0,15.5,36.5,4.02,4.1,4.95,5.1,0.46,4.65,0.696,9.2,8.2,1.9,8.3,1.7,0.7,1.7,True
74,South Coast-South,Cerritos,Andrew Mata,26,27,537.0,20.7,49.4,2.43,3.38,9.8,4.9,4.78,0.12,1.123,22.0,20.5,1.7,5.0,0.9,1.2,1.5,True
75,WSC South,Santa Monica,Mike Hill,25,27,759.0,30.4,70.0,2.42,1.6,10.03,4.89,4.52,0.37,1.589,30.5,28.0,4.9,7.4,2.6,0.6,5.4,True
76,South Coast-North,Mt. San Antonio,Ryan Wheeler,26,26,578.0,22.2,55.0,5.0,3.55,8.64,4.88,1.51,3.37,1.201,19.9,18.5,0.9,12.6,1.6,5.7,3.2,True
77,South Coast-North,Mt. San Antonio,Immanuel Taylor,17,26,514.0,30.2,48.9,1.87,3.15,8.58,4.83,0.86,3.97,1.06,15.6,14.2,7.7,6.2,4.0,0.5,3.6,True
78,WSC South,Antelope Valley,Josef Major,16,24,421.0,26.3,43.7,3.15,3.43,10.24,4.76,1.68,3.08,0.865,22.8,20.6,4.3,11.5,3.3,1.3,3.7,True
79,WSC South,Citrus,Pejan Slater,29,30,581.0,20.0,47.8,4.15,3.63,4.53,4.71,4.02,0.68,1.174,18.8,15.0,3.1,12.6,1.6,0.6,2.6,True
80,Pacific Coast Athletic,San Diego City,Junior Camacho,21,22,355.0,16.9,39.9,2.73,3.33,4.56,4.71,-1.24,5.95,0.718,24.2,21.5,5.9,15.0,3.5,0.3,7.4,True
81,Orange Empire Athletic,Cypress,Higgy Katoa,30,30,935.0,31.2,77.2,1.9,2.12,6.74,4.7,1.81,2.9,1.895,15.9,14.4,7.7,5.5,2.5,0.1,3.7,True
82,Orange Empire Athletic,Santa Ana,Mac West,29,29,764.0,26.3,65.3,2.47,2.18,10.5,4.61,2.78,1.84,1.526,28.5,27.5,3.9,10.1,3.6,0.3,4.2,True
83,South Coast-South,Cerritos,Darron Henry,27,27,853.0,31.6,78.5,2.03,1.1,9.41,4.51,3.48,1.03,1.682,24.4,22.5,8.9,6.1,2.6,0.1,5.0,True
84,Orange Empire Athletic,Cypress,Peyton Guerrero,30,30,942.0,31.4,77.8,2.77,2.44,6.54,4.5,3.4,1.11,1.851,22.7,20.6,4.3,7.1,1.1,0.4,3.7,True
85,Orange Empire Athletic,Santiago Canyon,Trevor Manning,29,29,737.0,25.4,61.9,2.8,3.0,9.05,4.47,3.54,0.93,1.416,24.9,22.0,4.1,8.2,2.8,0.9,3.2,True
86,Orange Empire Athletic,Santa Ana,Kamaury Washington,27,29,615.0,22.8,52.5,3.28,2.58,10.34,4.45,3.49,0.96,1.199,28.5,27.4,4.0,13.2,2.1,0.9,4.9,True
87,South Coast-South,Cerritos,Marcel Hayes,25,27,600.0,24.0,55.2,3.15,2.74,9.33,4.42,2.99,1.44,1.168,25.0,23.2,4.0,9.2,2.0,1.3,4.5,True
88,South Coast-North,Los Angeles City,AJ Robinson,19,19,659.0,34.7,85.6,2.23,1.0,11.29,4.4,0.8,3.6,1.269,23.1,22.8,8.7,5.7,3.9,0.6,5.6,True
89,WSC North,Moorpark,Dominik Contrearas,27,29,585.0,21.7,49.5,2.49,3.04,8.37,4.12,1.64,2.48,1.072,17.9,16.8,3.3,9.3,1.4,0.8,1.8,True
90,Orange Empire Athletic,Cypress,Danny Patton,30,30,503.0,16.8,41.5,3.49,3.94,6.11,4.08,1.23,2.85,0.924,21.4,19.4,1.6,14.3,2.3,0.7,2.4,True
91,South Coast-North,LA Trade Tech,Jerome Smith,18,18,494.0,27.4,68.5,2.39,1.24,12.55,4.06,4.84,-0.78,0.911,29.1,28.0,5.7,5.1,2.4,0.2,4.5,True
92,South Coast-North,Mt. San Antonio,Kenneth Brown,26,26,819.0,31.5,78.0,2.9,2.76,7.8,4.05,1.94,2.11,1.496,17.7,16.2,4.1,12.8,1.7,1.4,3.2,True
93,Pacific Coast Athletic,San Diego City,Marley Gonzalez,19,22,402.0,21.2,45.2,4.2,3.32,3.84,4.0,0.2,3.81,0.727,27.3,24.6,1.8,12.4,1.8,0.7,5.7,True
94,Pacific Coast Athletic,Palomar,Jaidyn Norman,20,23,565.0,28.2,61.5,2.79,2.91,9.57,3.81,1.88,1.92,1.002,24.7,23.4,4.3,12.1,3.3,0.4,4.3,True
95,Orange Empire Athletic,Cypress,Jack Rivera,29,30,529.0,18.2,43.7,2.55,3.7,5.81,3.77,1.55,2.22,0.922,22.3,20.3,2.5,6.3,1.7,0.3,3.0,True
96,Pacific Coast Athletic,San Diego City,Dillon Cubit,22,22,298.0,13.5,33.5,4.21,4.0,3.37,3.53,-0.72,4.25,0.497,19.2,17.3,0.6,9.4,0.6,2.8,2.8,True
97,Orange Empire Athletic,Santiago Canyon,Colin Weems,29,29,919.0,31.7,77.2,2.53,2.22,8.07,3.49,3.67,-0.18,1.499,20.3,18.3,4.8,5.3,2.0,0.1,4.2,True
98,WSC North,Allan Hancock,Arlind Konjuhi,25,25,526.0,21.0,51.5,2.16,2.74,5.47,3.38,-0.52,3.9,0.846,26.3,25.1,4.0,5.3,3.4,0.0,5.3,True
99,WSC South,West LA,Jayden Hosein,16,28,396.0,24.8,35.2,2.44,3.05,8.82,3.26,0.29,2.97,0.633,28.0,27.5,3.4,6.1,3.5,1.0,4.0,True
100,South Coast-North,LA Trade Tech,Perry Fields,15,18,343.0,22.9,47.6,3.01,2.95,11.76,3.26,0.04,3.22,0.55,16.8,16.1,6.0,7.6,3.8,2.8,3.8,True
101,South Coast-North,Los Angeles City,Makael Reynolds,19,19,616.0,32.4,80.0,2.73,2.54,10.13,3.23,0.32,2.91,0.97,21.0,20.8,3.2,8.6,2.2,1.3,2.4,True
102,Orange Empire Athletic,Santiago Canyon,Connor McKee,29,29,630.0,21.7,53.0,4.67,3.81,7.78,3.2,1.06,2.15,0.975,11.4,10.0,3.9,15.2,2.4,2.3,2.6,True
103,WSC North,Moorpark,Reese Widerburg,29,29,772.0,26.6,65.3,2.48,2.66,7.39,3.14,2.27,0.87,1.187,21.6,20.1,2.7,5.1,1.9,0.3,2.6,True
104,Orange Empire Athletic,Irvine Valley,Josiah Reed,22,22,580.0,26.4,65.9,2.98,2.59,6.65,2.82,-1.0,3.82,0.853,19.6,18.0,4.6,10.5,2.1,0.2,3.4,True
105,WSC South,West LA,Ty Harris,28,28,428.0,15.3,38.1,2.5,2.99,8.36,2.8,0.47,2.34,0.625,22.2,21.8,3.7,9.7,2.4,0.8,4.4,True
106,WSC South,West LA,Xavier Sorrell,27,28,533.0,19.7,47.4,3.99,2.81,8.3,2.74,-0.19,2.94,0.769,16.9,16.6,3.5,12.0,2.3,1.2,3.5,True
107,WSC South,West LA,Jase Stewart,28,28,461.0,16.5,41.0,4.29,3.12,8.29,2.73,0.82,1.91,0.663,22.0,21.6,1.6,14.8,2.3,1.2,3.3,True
108,WSC South,West LA,Chidubem Akametu,27,28,490.0,18.1,43.6,3.73,2.79,8.07,2.51,-0.01,2.52,0.672,26.4,25.9,2.4,10.6,2.9,1.4,5.0,True
109,WSC North,Allan Hancock,Mykel Valrie,25,25,430.0,17.2,42.1,2.88,2.94,4.6,2.51,-2.25,4.76,0.58,24.1,23.0,5.0,9.1,3.4,1.2,8.5,True
110,WSC South,Antelope Valley,Ripine Vagaia,21,24,484.0,23.0,50.3,3.43,3.48,7.97,2.49,0.49,2.0,0.66,14.7,13.4,4.1,12.4,1.5,1.6,3.8,True
111,South Coast-North,Los Angeles City,Devean Mpoupe-Singui,19,19,433.0,22.8,56.2,4.74,3.48,9.37,2.47,0.42,2.05,0.583,18.3,18.0,1.8,15.5,1.9,1.1,2.6,True
112,South Coast-North,Mt. San Antonio,Jon McCullough,26,26,837.0,32.2,79.7,2.56,2.52,6.21,2.45,0.75,1.71,1.125,22.0,20.1,4.1,9.3,2.5,0.8,4.8,True
113,WSC South,Antelope Valley,Tony Corley,24,24,578.0,24.1,60.0,4.88,3.3,7.86,2.38,1.65,0.73,0.771,19.8,18.1,1.8,20.3,1.6,1.7,3.6,True
114,WSC North,Allan Hancock,Jordan Kamga,18,25,323.0,17.9,31.7,4.24,3.74,4.36,2.27,-0.99,3.26,0.412,15.9,15.2,1.4,15.9,1.4,1.1,4.8,True
115,Orange Empire Athletic,Irvine Valley,Allen Moser,20,22,535.0,26.8,60.8,2.32,2.43,6.01,2.19,-0.25,2.43,0.683,22.6,20.8,5.7,5.5,1.8,0.1,4.7,True
116,WSC North,LA Pierce,Tyler Glisson,23,24,421.0,18.3,43.6,1.95,3.07,10.9,2.19,2.23,-0.04,0.535,24.4,25.3,2.5,3.9,2.0,0.0,2.8,True
117,Orange Empire Athletic,Irvine Valley,Ammon Allan,22,22,610.0,27.7,69.3,2.88,2.74,5.7,1.88,-0.5,2.38,0.721,19.0,17.4,4.0,10.9,1.0,0.5,3.7,True
118,South Coast-North,Pasadena City,Cooper Creamer,22,22,488.0,22.2,55.4,4.02,3.53,8.38,1.88,1.01,0.87,0.576,19.9,18.7,1.9,11.5,2.6,1.4,2.8,True
119,WSC North,LA Pierce,Markus Steele,24,24,702.0,29.2,72.7,4.47,2.66,10.57,1.86,1.38,0.48,0.821,19.5,20.3,1.5,24.4,1.7,2.1,2.5,True
120,South Coast-South,Cerritos,Dillon Botts,23,27,650.0,28.3,59.8,2.25,2.99,6.73,1.82,1.03,0.8,0.753,17.2,15.7,6.3,8.1,1.4,0.8,3.0,True
121,WSC South,Santa Monica,Joshua Middlebrooks,27,27,647.0,24.0,59.7,2.8,3.16,6.93,1.8,1.62,0.18,0.747,22.9,20.8,2.8,10.9,2.5,0.4,3.5,True
122,South Coast-South,Cerritos,Blake Brewer,25,27,531.0,21.2,48.9,3.19,3.5,6.64,1.74,1.74,-0.0,0.602,22.7,20.9,2.1,9.9,1.5,0.7,3.2,True
123,WSC North,Allan Hancock,River Ortiz,25,25,584.0,23.4,57.2,2.2,3.3,3.7,1.61,-0.08,1.69,0.63,16.8,15.9,3.4,7.6,0.7,0.0,2.0,True
124,South Coast-South,LA Harbor,Darion Mitchell,23,23,467.0,20.3,50.6,4.75,2.81,10.39,1.6,-0.11,1.71,0.511,18.2,18.2,5.1,11.8,2.2,2.7,4.0,True
125,Orange Empire Athletic,Santa Ana,Jaitice Hayes,28,29,573.0,20.5,48.9,1.66,3.12,7.45,1.57,-1.76,3.33,0.618,12.0,11.5,6.4,6.2,4.6,0.2,4.9,True
126,WSC North,Cuesta,Corbin Rossi,24,24,753.0,31.4,78.3,2.7,3.12,7.21,1.54,-1.11,2.65,0.812,13.0,12.5,3.2,7.8,2.1,0.4,2.4,True
127,Orange Empire Athletic,Riverside,Christian Warren,28,28,943.0,33.7,83.5,2.71,2.03,8.68,1.53,1.91,-0.38,1.007,24.0,23.1,2.6,12.4,1.8,0.4,3.8,True
128,WSC North,LA Pierce,Jule Sims,24,24,780.0,32.5,80.7,4.15,1.36,10.1,1.39,0.73,0.66,0.801,20.3,21.2,6.2,13.0,2.1,0.4,4.1,True
129,Orange Empire Athletic,Santiago Canyon,Eli Arthurton,26,29,573.0,22.0,48.2,2.48,3.58,5.93,1.35,1.09,0.26,0.57,16.7,14.8,4.5,5.4,2.0,0.2,3.7,True
130,Orange Empire Athletic,Saddleback,Michael Bichel,27,27,548.0,20.3,50.7,2.63,2.46,10.83,1.31,1.52,-0.21,0.553,19.8,19.0,6.3,7.9,2.0,0.7,2.2,True
131,South Coast-North,Pasadena City,LaQwon Cole,20,22,394.0,19.7,44.7,2.04,3.85,7.8,1.29,-0.15,1.45,0.395,16.3,15.1,4.1,3.7,3.9,0.1,3.3,True
132,South Coast-North,LA Trade Tech,Johnthan Fields,16,18,372.0,23.2,51.6,2.45,2.74,9.77,1.28,0.54,0.74,0.371,21.0,20.1,5.4,6.6,3.2,0.7,3.5,True
133,South Coast-South,LA Harbor,Chase Nelson,23,23,632.0,27.5,68.5,2.76,2.16,10.05,1.26,0.56,0.69,0.625,19.4,19.4,4.5,8.1,3.0,0.3,2.6,True
134,Orange Empire Athletic,Riverside,Corey Mitchell,28,28,547.0,19.5,48.4,3.78,3.03,8.36,1.2,-1.03,2.24,0.53,20.7,19.9,5.1,10.7,2.1,2.8,5.2,True
135,Orange Empire Athletic,Santa Ana,Ja'Von Maxwell,28,29,407.0,14.5,34.8,4.55,3.86,7.07,1.18,0.71,0.47,0.391,23.1,22.1,1.8,12.6,2.8,2.6,3.3,True
136,WSC South,Glendale,Nigel Dickens,26,26,832.0,32.0,80.0,2.93,1.78,10.59,1.11,1.79,-0.68,0.79,27.6,26.8,1.9,8.5,2.5,0.9,3.9,True
137,WSC North,Santa Barbara,Kyle Haughy,19,25,419.0,22.1,41.5,4.72,3.06,10.98,1.09,1.37,-0.28,0.391,26.9,26.5,3.1,13.8,1.1,1.7,3.5,True
