rank,conference,team,player,games,strict_team_games,minutes,mpg,min_pct,position_scale,creation_role,raw_bpm,bpm,obpm,dbpm,vorp_style,pts_per100,adj_pts_per100,ast_per100,reb_per100,stl_per100,blk_per100,to_per100,qualifies_minutes
24,Pacific Coast Athletic,Southwestern,Marquavian Stephens,23,23,732.0,31.8,79.2,2.58,1.88,10.98,9.12,7.55,1.57,2.471,28.5,25.6,3.6,10.0,2.0,0.1,2.9,True
25,WSC South,West LA,Derrick Woods,22,22,654.0,29.7,72.3,3.27,2.02,13.39,8.51,5.9,2.61,2.038,25.3,24.6,3.1,14.0,2.8,1.1,2.0,True
26,Orange Empire Athletic,Saddleback,Shawn Stith,23,23,614.0,26.7,66.4,3.88,1.58,8.54,8.41,6.09,2.33,1.939,31.9,27.2,3.8,14.2,0.9,0.5,5.0,True
27,WSC South,Citrus,Psalm Maduakor,24,25,612.0,25.5,60.7,5.0,2.82,11.63,8.39,7.99,0.4,1.921,25.9,23.7,2.0,15.3,1.8,2.2,2.9,True
28,South Coast-South,Long Beach,Jace Bass,18,18,625.0,34.7,86.7,2.72,1.24,12.55,8.34,7.76,0.58,1.966,31.9,29.4,5.3,10.4,2.8,0.3,3.8,True
29,Orange Empire Athletic,Fullerton,Rodrick McCobb,26,26,806.0,31.0,77.5,2.53,2.96,6.66,8.21,3.08,5.13,2.509,17.4,14.8,4.4,8.7,2.4,0.7,2.8,True
30,Inland Empire Athletic,San Bernardino Valley,Arian Azemi,18,19,295.0,16.4,38.8,2.13,3.45,7.55,8.11,5.37,2.74,0.91,21.3,17.6,5.9,6.2,3.5,0.0,5.0,True
31,South Coast-North,Pasadena City,Jordan Simpson,19,21,441.0,23.2,51.0,5.0,3.07,13.25,7.92,1.99,5.93,1.296,21.5,20.7,2.6,18.4,2.0,7.9,3.1,True
32,WSC North,Cuesta,Iker Cruz,19,19,582.0,30.6,76.6,3.57,2.33,12.92,7.88,6.53,1.36,1.754,20.7,18.9,5.8,13.2,1.7,1.4,2.8,True
33,Central Valley,Sequoias,Tristan Forsyth,19,20,469.0,24.7,58.6,5.0,2.95,8.11,7.82,4.95,2.87,1.404,29.0,25.5,2.1,17.0,1.4,2.6,4.2,True
34,Orange Empire Athletic,Cypress,Mike Magee,18,19,524.0,29.1,68.8,3.11,2.0,11.83,7.77,5.04,2.73,1.559,33.9,32.6,3.3,12.6,2.6,1.5,3.7,True
35,WSC South,Citrus,Sam Gagliardi,25,25,677.0,27.1,67.1,2.37,2.58,10.77,7.54,5.91,1.63,1.951,24.8,22.6,2.9,8.3,2.4,0.6,1.6,True
36,Orange Empire Athletic,Santiago Canyon,Jordan Holden,23,23,383.0,16.7,41.2,2.73,3.31,11.47,7.31,6.37,0.94,1.076,27.9,25.1,3.9,9.3,1.8,1.1,3.4,True
37,WSC North,Allan Hancock,Diego Lucas,23,23,505.0,22.0,55.1,2.22,2.44,7.69,7.3,4.65,2.65,1.437,21.3,18.7,7.1,4.2,2.1,0.2,4.7,True
38,WSC South,Citrus,Jesse Elrod,20,25,396.0,19.8,39.2,4.94,3.47,10.41,7.18,4.97,2.2,1.098,25.4,23.1,2.1,11.9,0.8,4.4,2.5,True
39,Pacific Coast Athletic,San Diego City,Robby Robinson,27,27,776.0,28.7,71.5,5.0,2.35,10.85,7.05,5.18,1.87,2.131,27.0,24.3,3.4,17.6,2.9,2.7,3.6,True
40,Orange Empire Athletic,Cypress,Kae'jon Barnes,16,19,387.0,24.2,50.8,4.97,3.12,11.08,7.03,4.52,2.51,1.063,21.9,21.2,1.2,18.4,1.8,3.5,1.9,True
41,WSC North,Allan Hancock,Gabrys Sadaunykas,23,23,479.0,20.8,52.2,2.52,2.97,7.22,6.84,2.95,3.89,1.295,15.9,13.7,6.7,12.3,2.2,0.1,3.4,True
42,WSC South,Santa Monica,Kyle Young,29,29,632.0,21.8,54.2,4.98,2.48,11.56,6.58,2.89,3.7,1.647,22.1,21.3,2.4,18.4,2.6,4.5,4.4,True
43,Orange Empire Athletic,Santiago Canyon,Paulo Araujo,23,23,726.0,31.6,78.1,2.71,2.25,10.7,6.54,6.04,0.5,1.87,27.9,25.1,2.9,9.0,2.9,0.1,3.8,True
44,Orange Empire Athletic,Saddleback,Captain Whitlock,23,23,583.0,25.3,63.0,2.11,2.53,6.38,6.25,1.26,4.99,1.459,15.3,12.4,7.5,9.8,3.3,0.3,4.2,True
45,WSC South,LA Valley,Micah T Cooper,22,22,610.0,27.7,68.8,2.31,2.21,10.75,6.23,3.23,2.99,1.519,28.6,26.7,5.0,11.0,3.6,0.5,4.1,True
46,Central Valley,Sequoias,Mike Johnson,20,20,561.0,28.1,70.1,2.34,3.09,6.5,6.21,2.35,3.86,1.404,18.8,16.4,3.0,7.5,2.0,1.4,3.4,True
47,Central Valley,Sequoias,Dewayne Holmes,20,20,333.0,16.6,41.6,1.44,3.24,6.34,6.05,2.34,3.71,0.818,16.4,14.5,6.2,5.4,2.1,0.0,4.5,True
48,Orange Empire Athletic,Santiago Canyon,Tyler Goodlow,23,23,689.0,30.0,74.1,2.36,1.38,10.18,6.01,4.2,1.81,1.666,28.5,25.6,7.9,4.5,3.7,0.2,5.6,True
49,WSC North,Cuesta,Alexandre Fanchini,19,19,618.0,32.5,81.3,2.31,1.79,11.01,5.97,4.62,1.35,1.501,26.8,24.0,7.7,7.7,4.0,0.3,5.7,True
50,Orange Empire Athletic,Santiago Canyon,Ajdin Toskic,23,23,417.0,18.1,44.9,2.88,3.21,10.01,5.85,4.88,0.97,0.988,27.1,24.3,4.6,13.1,1.9,0.2,3.7,True
51,WSC North,Allan Hancock,Grant Johnson,23,23,499.0,21.7,54.4,2.06,3.01,6.12,5.74,2.49,3.25,1.181,15.8,13.5,6.8,3.6,2.9,0.0,3.3,True
52,WSC South,West LA,Mark Carter,22,22,487.0,22.1,53.8,4.63,3.08,10.46,5.59,3.98,1.6,1.096,22.3,21.6,1.9,19.7,3.0,2.3,3.6,True
53,South Coast-South,LA Southwest,DeAndre Rice-Currie,18,18,502.0,27.9,69.2,5.0,2.09,12.7,5.56,2.05,3.51,1.149,24.9,24.3,3.0,15.2,2.9,3.7,3.7,True
54,South Coast-South,Long Beach,Jamiu Akinbile,18,18,531.0,29.5,73.6,3.69,2.32,9.76,5.55,4.77,0.78,1.22,24.2,22.4,4.3,12.6,2.6,1.1,4.6,True
55,Central Valley,Sequoias,TJ Givance,20,20,579.0,28.9,72.4,4.11,2.89,5.7,5.4,2.31,3.09,1.307,19.1,16.6,3.9,14.4,1.5,1.0,4.1,True
56,WSC North,Allan Hancock,Spirit Ricks,18,23,405.0,22.5,44.2,3.7,2.95,5.77,5.39,3.57,1.82,0.915,28.9,25.4,3.6,15.8,0.8,0.4,6.4,True
57,WSC South,Citrus,Josh Caston,25,25,663.0,26.5,65.7,2.24,1.98,8.59,5.36,5.7,-0.34,1.474,29.4,26.8,4.8,5.4,1.4,0.0,3.4,True
58,WSC North,Moorpark,Brandon Russell,20,21,677.0,33.9,79.6,2.64,1.0,12.71,5.24,5.97,-0.73,1.477,34.5,32.1,3.7,6.7,2.5,0.6,4.1,True
59,Orange Empire Athletic,Fullerton,Omajae Smith,25,26,574.0,23.0,55.2,2.14,2.86,3.6,5.15,-0.08,5.23,1.251,18.3,15.7,7.2,7.9,2.2,0.6,6.7,True
60,Orange Empire Athletic,Saddleback,Sean Birk,23,23,586.0,25.5,63.4,2.12,2.94,5.23,5.11,2.34,2.77,1.263,16.7,13.9,3.9,4.4,2.0,0.3,3.2,True
61,WSC South,Citrus,Colby Orr,23,25,587.0,25.5,58.2,2.1,2.3,8.27,5.03,5.04,-0.0,1.247,22.1,20.0,7.4,6.0,1.3,0.4,3.3,True
62,Pacific Coast Athletic,Southwestern,Kevin Collins-Eason,22,23,288.0,13.1,31.2,2.77,4.08,6.84,4.98,2.3,2.67,0.61,11.0,10.0,1.5,10.3,1.3,0.7,1.5,True
63,Orange Empire Athletic,Saddleback,Tyler O'Donnell,20,23,365.0,18.2,39.5,2.5,3.54,5.05,4.93,3.49,1.43,0.767,22.2,18.6,1.5,4.1,1.2,0.2,3.4,True
64,Big Eight,Cosumnes River,Paul Ohiri,24,24,556.0,23.2,57.0,4.94,2.64,9.5,4.77,2.98,1.79,1.13,31.2,29.6,1.6,21.5,2.0,1.8,5.6,True
65,Orange Empire Athletic,Saddleback,Arash Poorsina,22,23,517.0,23.5,55.9,4.79,3.37,4.83,4.71,1.43,3.27,1.051,18.1,15.3,1.2,13.5,0.8,3.5,3.9,True
66,South Coast-North,LA Trade Tech,Erickson Gonzalez-De Leon,23,23,471.0,20.5,50.9,2.36,2.48,11.64,4.65,2.59,2.06,0.95,28.5,27.4,5.0,8.4,4.2,0.2,5.5,True
67,WSC South,Glendale,Isaac Etter,24,25,760.0,31.7,74.2,2.75,1.91,11.83,4.61,6.41,-1.8,1.497,31.3,28.8,2.2,7.6,1.9,0.1,2.0,True
68,South Coast-South,Compton,Derrius Ennis,18,18,476.0,26.4,65.5,2.99,3.06,9.89,4.43,1.92,2.5,0.924,21.1,20.4,2.9,9.6,2.7,0.9,2.0,True
69,WSC South,Citrus,Treyvon Watts-Hale,25,25,535.0,21.4,53.0,1.66,3.28,7.65,4.41,0.77,3.64,1.036,10.5,9.3,6.1,6.6,3.6,1.0,2.3,True
70,South Coast-North,LA Trade Tech,Fredelin Dela Cruz,22,23,649.0,29.5,70.2,4.8,2.05,11.38,4.39,4.71,-0.32,1.258,33.1,31.7,3.1,18.5,2.7,1.7,5.1,True
71,WSC North,Allan Hancock,Tasson Thomas,23,23,339.0,14.7,37.0,4.76,3.79,4.66,4.27,1.41,2.87,0.65,20.0,17.3,0.8,21.8,2.1,3.3,5.2,True
72,Central Valley,Sequoias,Bobby Santos,20,20,461.0,23.1,57.6,1.49,3.16,4.5,4.21,1.39,2.82,0.873,12.3,10.8,5.3,4.0,1.8,0.0,3.9,True
73,South Coast-South,Long Beach,Kester Ofoegbu,18,18,400.0,22.2,55.5,4.19,3.59,8.33,4.12,4.34,-0.22,0.745,19.2,17.8,1.4,11.5,1.7,0.8,1.7,True
74,Pacific Coast Athletic,San Diego City,Nashom Carter,24,27,582.0,24.2,53.6,2.44,2.26,7.88,4.08,2.08,2.0,1.074,22.6,20.8,5.7,7.6,2.7,0.5,5.5,True
75,Central Valley,Sequoias,Jarell Holmes,20,20,363.0,18.1,45.4,4.29,4.02,4.25,3.96,1.63,2.33,0.66,18.6,15.6,2.9,14.6,2.1,1.1,2.7,True
76,South Coast-South,Long Beach,Aaron Jelks,18,18,391.0,21.7,54.2,1.96,3.09,8.14,3.93,1.28,2.65,0.705,12.8,11.7,8.2,3.9,4.2,0.1,3.8,True
77,Pacific Coast Athletic,Southwestern,Quincy Ferebee,17,23,381.0,22.4,41.2,1.69,3.41,5.78,3.91,0.63,3.28,0.684,13.3,11.5,8.1,8.6,2.5,0.1,3.3,True
78,South Coast-North,LA Trade Tech,Mark Chin,23,23,661.0,28.7,71.5,2.27,1.9,10.89,3.9,3.18,0.73,1.184,24.6,23.6,5.7,6.4,3.7,0.3,4.5,True
79,South Coast-South,Long Beach,Charles Smith,17,18,275.0,16.2,38.1,2.91,4.12,8.11,3.9,3.67,0.22,0.494,19.7,17.9,2.0,10.2,1.7,1.9,1.7,True
80,WSC North,Allan Hancock,Trenton Mitchell,23,23,432.0,18.8,47.1,4.28,3.65,4.13,3.75,1.38,2.37,0.759,20.8,17.8,1.7,18.2,1.8,1.7,4.2,True
81,South Coast-South,Compton,Dominique Alexander,18,18,614.0,34.1,84.5,2.27,1.23,9.19,3.73,1.72,2.01,1.062,23.7,22.9,7.4,5.7,4.3,0.1,6.8,True
82,WSC South,Bakersfield,Anieus Medrano,21,21,624.0,29.7,73.8,2.61,2.47,9.1,3.72,3.65,0.07,1.081,27.4,25.7,2.7,5.0,2.5,0.1,2.8,True
83,WSC South,Glendale,Andre Banton,19,25,618.0,32.5,60.4,2.95,2.1,10.73,3.51,5.9,-2.39,1.014,30.2,27.8,3.9,7.1,1.4,0.3,3.9,True
84,Pacific Coast Athletic,Southwestern,DJ Wilson,23,23,593.0,25.8,64.2,2.18,3.05,5.21,3.35,2.28,1.07,0.963,17.4,15.5,4.0,4.6,1.3,0.3,3.0,True
85,WSC South,LA Valley,Christian Hodge,22,22,634.0,28.8,71.5,4.7,2.27,7.81,3.29,2.22,1.07,1.016,26.7,25.2,2.2,17.0,1.0,2.8,5.5,True
86,WSC South,Bakersfield,Jeffrey Lee,21,21,299.0,14.2,35.4,3.64,3.35,8.6,3.22,2.19,1.02,0.473,30.8,29.1,1.3,9.2,1.0,1.7,4.5,True
87,Orange Empire Athletic,Santiago Canyon,Adrian Dick,23,23,524.0,22.8,56.4,5.0,3.94,7.29,3.12,1.3,1.82,0.81,15.4,13.7,1.5,12.9,0.7,4.9,2.1,True
88,WSC South,LA Valley,Kody Knox,15,22,372.0,24.8,42.0,2.49,3.39,7.63,3.11,2.05,1.07,0.575,28.0,26.2,2.0,7.6,1.8,0.8,3.5,True
89,Orange Empire Athletic,Cypress,Kamron Barnes,19,19,325.0,17.1,42.7,4.29,3.2,6.99,2.93,1.85,1.08,0.488,27.1,26.0,3.7,15.8,1.7,0.7,4.7,True
90,South Coast-South,Compton,Jordan Griffin,10,18,338.0,33.8,46.5,2.49,3.56,8.37,2.9,1.24,1.66,0.5,23.9,23.0,3.1,5.9,2.8,0.4,3.1,True
91,South Coast-South,LA Southwest,Darren Calhoun,18,18,494.0,27.4,68.1,3.55,2.44,9.9,2.76,-0.3,3.06,0.712,18.8,18.4,3.8,5.9,2.6,2.2,2.6,True
92,South Coast-North,Pasadena City,Ivan Egbunike,21,21,337.0,16.0,39.0,3.93,3.58,8.08,2.75,-0.36,3.11,0.474,17.4,16.8,1.0,11.5,1.1,2.8,2.6,True
93,South Coast-South,Compton,James Mitchell,16,18,401.0,25.1,55.2,4.09,3.49,8.17,2.71,0.09,2.62,0.57,15.6,15.1,3.1,7.9,3.2,0.7,3.7,True
94,WSC South,Citrus,Alex Cartwright,25,25,428.0,17.1,42.4,4.38,3.85,5.92,2.68,2.06,0.62,0.605,16.1,14.6,1.5,12.1,1.4,1.7,2.3,True
95,Orange Empire Athletic,Cypress,Kyle Small,19,19,428.0,22.5,56.2,2.27,2.97,6.74,2.68,0.94,1.73,0.61,17.6,16.9,3.6,3.7,1.8,0.0,2.8,True
96,WSC South,Santa Monica,LeAndrew Knight,25,29,584.0,23.4,50.1,3.35,2.77,7.61,2.63,0.51,2.12,0.821,19.8,18.9,3.8,7.3,3.1,0.3,3.3,True
97,Orange Empire Athletic,Cypress,Hayden Moore,19,19,419.0,22.1,55.0,2.33,2.96,6.65,2.6,0.77,1.83,0.586,17.7,17.0,4.5,5.4,1.8,0.1,2.8,True
98,Pacific Coast Athletic,San Diego City,Adrian Byrd-Jelinek,27,27,535.0,19.8,49.3,2.33,3.26,6.36,2.56,1.26,1.3,0.741,19.0,17.2,3.4,7.7,2.4,0.4,3.4,True
99,Pacific Coast Athletic,San Diego City,Khor Tut,25,27,356.0,14.2,32.8,4.09,3.6,6.35,2.55,0.27,2.27,0.491,18.1,16.6,3.1,11.6,1.8,2.2,4.3,True
100,Pacific Coast Athletic,San Diego City,Kai Huntsberry,25,27,657.0,26.3,60.5,2.26,2.45,6.32,2.52,1.65,0.87,0.901,17.4,15.8,6.0,6.8,1.8,0.6,3.8,True
101,South Coast-South,Compton,Aaron Taylor,16,18,458.0,28.6,63.0,2.61,2.99,7.96,2.5,1.52,0.97,0.622,24.7,23.9,3.0,7.8,2.3,0.5,3.9,True
102,Pacific Coast Athletic,Palomar,Marek Sullivan,15,22,536.0,35.7,61.0,2.96,2.15,11.66,2.47,-0.1,2.57,0.733,18.5,18.1,6.3,16.2,2.7,1.2,5.4,True
103,WSC South,Bakersfield,Marcus Jones,20,21,452.0,22.6,53.5,2.76,3.88,7.85,2.46,-3.1,5.56,0.611,9.6,8.8,4.0,11.7,5.5,1.9,4.0,True
104,Orange Empire Athletic,Fullerton,Vaj Rice,25,26,446.0,17.8,42.9,4.09,4.24,0.9,2.45,0.04,2.42,0.605,15.7,13.3,0.7,9.9,0.7,0.7,3.4,True
105,Inland Empire Athletic,Desert,Sam Skipper,25,25,831.0,33.2,82.7,2.81,1.89,11.67,2.4,1.14,1.26,1.109,24.5,26.0,4.0,7.6,2.9,0.4,2.9,True
106,Orange Empire Athletic,Santiago Canyon,Lucas Holden,23,23,611.0,26.6,65.7,3.33,3.08,6.54,2.38,1.56,0.82,0.807,16.2,14.5,4.5,8.9,1.1,1.2,3.3,True
107,Orange Empire Athletic,Santiago Canyon,Troy Recktenwald,23,23,604.0,26.3,65.0,2.37,3.23,6.54,2.37,0.29,2.08,0.797,12.3,11.0,5.1,9.0,2.6,0.3,3.6,True
108,Orange Empire Athletic,Cypress,Isaac Stell,19,19,564.0,29.7,74.1,2.26,2.29,6.42,2.36,0.83,1.53,0.749,18.1,17.4,5.9,4.5,2.6,0.5,4.6,True
109,Big Eight,Cosumnes River,Samuel Cota,21,24,436.0,20.8,44.7,3.09,3.66,7.09,2.36,1.38,0.98,0.571,14.4,13.7,1.2,10.2,1.0,0.0,2.3,True
110,Pacific Coast Athletic,Southwestern,Tyler Simmons,23,23,439.0,19.1,47.5,2.11,3.5,4.16,2.3,1.37,0.92,0.573,18.4,16.3,4.0,4.1,1.6,0.0,3.5,True
111,Big Eight,Cosumnes River,Drew Buggs,24,24,503.0,21.0,51.6,4.39,2.99,7.02,2.29,1.41,0.88,0.647,27.1,25.8,1.4,20.3,1.4,1.5,6.7,True
112,Pacific Coast Athletic,San Diego City,Joseph Riley,26,27,768.0,29.5,70.8,2.15,2.02,6.05,2.25,3.61,-1.36,0.99,26.9,24.5,3.5,3.3,1.4,0.1,4.8,True
113,South Coast-North,Pasadena City,Chris Blount,21,21,658.0,31.3,76.1,4.05,2.52,7.48,2.15,0.15,2.0,0.808,23.3,22.3,2.9,13.0,2.1,1.4,3.8,True
114,WSC South,LA Valley,Johnnie Coleman II,22,22,478.0,21.7,53.9,1.66,2.26,6.61,2.09,-0.27,2.36,0.592,12.6,11.9,10.5,5.7,2.0,0.2,4.7,True
115,Orange Empire Athletic,Santa Ana,Chris Bailey,18,18,500.0,27.8,69.5,3.14,2.05,10.91,2.07,2.92,-0.85,0.621,30.4,29.6,4.3,14.2,2.3,1.3,4.2,True
116,WSC South,Santa Monica,Marcus Harris,16,29,422.0,26.4,36.2,3.11,3.18,7.01,2.03,0.44,1.6,0.517,23.6,22.6,2.1,12.2,1.8,1.2,5.3,True
117,WSC South,LA Valley,Jon Martens,22,22,411.0,18.7,46.4,3.85,3.57,6.49,1.97,-0.26,2.23,0.493,13.7,12.9,2.7,11.0,1.9,0.4,2.3,True
118,WSC South,Citrus,Toby Okwuokei,25,25,557.0,22.3,55.2,2.8,3.49,5.14,1.9,1.24,0.66,0.656,21.8,19.3,3.3,10.7,2.3,1.3,3.7,True
119,South Coast-South,LA Southwest,Travis Raynor,18,18,377.0,20.9,52.0,3.15,2.55,9.04,1.9,-0.93,2.83,0.445,26.4,25.8,4.2,10.9,2.0,2.3,5.1,True
120,South Coast-South,Long Beach,Jeremiah Sadler,18,18,509.0,28.3,70.6,2.31,3.01,6.1,1.89,2.02,-0.13,0.603,16.6,15.1,5.8,5.5,2.2,0.3,3.0,True
121,South Coast-South,Long Beach,Jordan Heard,17,18,294.0,17.3,40.8,2.46,3.8,6.05,1.84,2.57,-0.73,0.344,22.5,20.6,2.8,7.1,1.7,0.2,3.1,True
122,Inland Empire Athletic,Desert,Kristopher Howard,25,25,377.0,15.1,37.5,3.41,3.62,11.01,1.74,-2.63,4.37,0.428,12.3,13.1,5.6,12.6,3.1,1.9,3.1,True
123,South Coast-North,Pasadena City,Chris Odionu,19,21,499.0,26.3,57.7,4.44,2.92,6.92,1.59,-1.16,2.75,0.53,20.3,19.3,5.1,13.5,1.7,2.2,5.2,True
124,WSC South,West LA,Julian Ross,18,22,416.0,23.1,46.0,2.63,3.02,6.37,1.49,1.51,-0.01,0.431,23.9,23.1,4.0,7.0,1.7,0.1,5.3,True
125,WSC South,West LA,Jad Smith,22,22,403.0,18.3,44.5,4.75,3.9,6.35,1.47,0.48,0.99,0.415,11.0,10.6,1.0,13.2,0.6,3.5,2.0,True
126,Inland Empire Athletic,Desert,Nicholas Pete,25,25,591.0,23.6,58.8,5.0,2.94,10.72,1.46,-2.18,3.63,0.619,21.0,22.2,2.1,14.0,2.5,4.8,3.8,True
127,WSC North,LA Pierce,Anthony McIntyre,22,23,752.0,34.2,81.3,2.73,1.37,10.07,1.39,4.17,-2.78,0.772,29.4,27.3,5.1,8.9,2.0,0.4,5.3,True
128,South Coast-North,Pasadena City,Josiah Woods,19,21,524.0,27.6,60.6,1.92,2.68,6.69,1.36,-0.18,1.54,0.521,24.1,23.1,4.1,6.5,1.8,0.5,3.9,True
129,South Coast-South,Compton,Aaron Gibson,18,18,607.0,33.7,83.5,2.71,2.73,6.77,1.3,0.08,1.22,0.605,19.0,18.2,4.7,10.9,2.7,0.4,3.9,True
130,WSC North,Cuesta,Jorge Bueno,19,19,508.0,26.7,66.8,2.37,3.41,6.31,1.27,1.07,0.21,0.507,17.7,15.8,4.2,5.6,1.9,0.3,2.7,True
131,South Coast-North,Pasadena City,Khristion Courseault,15,21,467.0,31.1,54.0,1.69,2.59,6.58,1.25,-0.16,1.41,0.45,20.3,19.5,6.0,5.8,1.2,0.7,4.4,True
132,WSC South,West LA,Terrell Waiters,19,22,557.0,29.3,61.5,1.99,2.33,6.09,1.22,0.84,0.38,0.531,17.1,16.5,6.9,5.8,1.7,0.1,4.2,True
133,WSC South,Santa Monica,Teddy Parham,27,29,744.0,27.6,63.9,1.97,2.01,6.17,1.2,-0.7,1.9,0.722,18.5,17.6,6.2,7.3,3.0,0.5,5.4,True
134,South Coast-South,Compton,Terrence Branch,18,18,271.0,15.1,37.3,4.13,4.18,6.66,1.19,-0.49,1.68,0.261,14.6,14.2,0.7,10.9,1.8,1.1,1.8,True
135,WSC North,Cuesta,Dakota Saunders,19,19,460.0,24.2,60.5,4.9,3.98,6.13,1.09,1.35,-0.26,0.434,13.1,11.6,3.3,10.7,0.9,2.0,2.4,True
136,WSC North,Moorpark,Tim Andreolli,21,21,699.0,33.3,82.2,2.82,2.38,8.47,1.0,1.77,-0.77,0.632,22.4,20.6,2.7,10.3,2.4,0.8,2.9,True
137,WSC South,West LA,Jeremy Hamilton,21,22,410.0,19.5,45.3,2.5,2.96,5.75,0.88,0.39,0.48,0.35,26.0,25.1,4.5,5.5,1.7,0.4,4.2,True
138,Orange Empire Athletic,Santa Ana,Ramon Lopez,18,18,543.0,30.2,75.5,2.3,1.34,9.42,0.57,3.53,-2.96,0.426,30.3,29.5,6.1,3.9,2.2,0.2,5.5,True
