conference,team,games_checked,games_used,games_rejected,strict_possessions,strict_ortg,strict_drtg,strict_net,bpm_team_target,obpm_team_target,team_bpm_adjustment,team_obpm_adjustment,reject_reasons
Central Valley,Sequoias,30,17,13,1285.9,110.5,86.7,23.8,9.52,4.47,1.701,0.078,"{'incomplete_minutes_total': 12, 'incomplete_player_box': 1}"
Inland Empire Athletic,Desert,23,17,6,1413.7,89.3,107.9,-18.6,-7.44,-4.02,-14.828,-7.843,"{'team_missing_from_box': 2, 'score_total_mismatch': 1, 'incomplete_minutes_total': 3}"
Orange Empire Athletic,Fullerton,28,17,11,1178.6,98.5,92.8,5.7,2.27,-0.33,-2.524,-2.278,"{'incomplete_minutes_total': 3, 'score_total_mismatch': 1, 'team_missing_from_box': 7}"
Pacific Coast Athletic,Grossmont,27,17,10,1219.5,103.0,94.7,8.3,3.31,1.47,-4.953,-2.919,"{'team_missing_from_box': 2, 'incomplete_player_box': 1, 'incomplete_minutes_total': 6, 'score_total_mismatch': 1}"
South Coast-North,Pasadena City,27,16,11,1177.3,87.2,93.9,-6.7,-2.68,-4.83,-8.188,-7.106,"{'team_missing_from_box': 7, 'incomplete_minutes_total': 4}"
South Coast-South,Compton,26,16,10,1344.8,98.6,103.0,-4.4,-1.75,-0.29,-9.395,-4.259,"{'team_missing_from_box': 5, 'incomplete_minutes_total': 4, 'score_total_mismatch': 1}"
WSC North,Cuesta,32,16,16,1127.8,103.1,97.2,5.9,2.38,1.52,-5.102,-2.66,"{'incomplete_minutes_total': 14, 'score_total_mismatch': 2}"
Inland Empire Athletic,Copper Mountain,30,15,15,1137.1,101.1,99.8,1.3,0.53,0.73,-5.773,-2.661,"{'team_missing_from_box': 4, 'score_total_mismatch': 1, 'incomplete_minutes_total': 9, 'incomplete_player_box': 1}"
South Coast-South,LA Harbor,28,15,13,1239.1,103.1,101.9,1.1,0.45,1.5,-7.037,-2.209,"{'incomplete_minutes_total': 10, 'score_total_mismatch': 1, 'team_missing_from_box': 2}"
Inland Empire Athletic,Barstow,27,14,13,1216.6,98.9,101.2,-2.3,-0.92,-0.18,-6.994,-2.38,"{'incomplete_minutes_total': 10, 'team_missing_from_box': 3}"
South Coast-South,LA Southwest,27,14,13,1120.3,95.8,99.8,-4.0,-1.61,-1.42,-8.576,-4.85,"{'incomplete_player_box': 2, 'incomplete_minutes_total': 8, 'team_missing_from_box': 1, 'score_total_mismatch': 2}"
WSC North,Santa Barbara,23,14,9,1035.2,80.4,113.7,-33.3,-13.33,-7.58,-16.739,-8.489,{'incomplete_minutes_total': 9}
WSC South,Bakersfield,26,14,12,1119.7,99.4,92.8,6.6,2.64,0.03,-4.043,-3.356,"{'team_missing_from_box': 7, 'incomplete_player_box': 1, 'incomplete_minutes_total': 4}"
Bay Valley,Napa Valley,27,13,14,1044.2,94.1,89.1,5.1,2.03,-2.07,-2.696,-3.663,"{'incomplete_minutes_total': 13, 'incomplete_player_box': 1}"
Inland Empire Athletic,Mt. San Jacinto,30,13,17,1013.8,98.9,95.2,3.7,1.5,-0.15,-5.126,-3.643,"{'score_total_mismatch': 1, 'team_missing_from_box': 10, 'incomplete_minutes_total': 6}"
Pacific Coast Athletic,San Diego Miramar,30,13,17,1108.0,101.3,100.6,0.6,0.25,0.78,-7.161,-2.95,"{'incomplete_minutes_total': 13, 'incomplete_player_box': 2, 'team_missing_from_box': 1, 'score_total_mismatch': 1}"
WSC North,LA Pierce,26,13,13,1057.3,101.2,98.5,2.6,1.06,0.75,-6.65,-3.597,"{'incomplete_minutes_total': 6, 'score_total_mismatch': 2, 'incomplete_player_box': 1, 'team_missing_from_box': 4}"
WSC South,Santa Monica,25,13,12,1014.3,94.3,106.0,-11.7,-4.69,-2.03,-10.185,-5.013,"{'score_total_mismatch': 2, 'incomplete_minutes_total': 7, 'team_missing_from_box': 2, 'incomplete_player_box': 1}"
Inland Empire Athletic,San Bernardino Valley,32,12,20,853.9,119.2,88.8,30.4,12.18,7.96,3.387,3.411,"{'team_missing_from_box': 5, 'incomplete_player_box': 5, 'incomplete_minutes_total': 6, 'score_total_mismatch': 4}"
Inland Empire Athletic,Victor Valley,26,12,14,859.7,96.4,97.7,-1.3,-0.51,-1.16,-5.228,-3.083,"{'incomplete_minutes_total': 13, 'team_missing_from_box': 1}"
Orange Empire Athletic,Santa Ana,25,12,13,972.5,93.4,98.1,-4.7,-1.89,-2.38,-6.937,-4.469,"{'team_missing_from_box': 11, 'score_total_mismatch': 1, 'incomplete_minutes_total': 1}"
South Coast-North,Mt. San Antonio,27,12,15,837.4,93.5,92.3,1.2,0.48,-2.33,-4.967,-5.376,"{'incomplete_minutes_total': 13, 'team_missing_from_box': 2}"
WSC South,Canyons,28,12,16,856.0,105.1,110.6,-5.5,-2.2,2.33,-8.165,-1.143,"{'incomplete_minutes_total': 1, 'team_missing_from_box': 15}"
Pacific Coast Athletic,Southwestern,26,11,15,795.0,99.5,106.7,-7.2,-2.87,0.07,-7.662,-2.177,"{'incomplete_minutes_total': 12, 'score_total_mismatch': 1, 'incomplete_player_box': 1, 'team_missing_from_box': 1}"
Central Valley,Fresno,33,10,23,825.0,103.8,95.2,8.6,3.44,1.77,-3.097,-1.321,"{'incomplete_minutes_total': 21, 'score_total_mismatch': 1, 'incomplete_player_box': 1}"
Pacific Coast Athletic,Cuyamaca,24,9,15,628.5,69.4,119.5,-50.1,-20.05,-11.98,-21.366,-11.896,"{'incomplete_minutes_total': 13, 'team_missing_from_box': 1, 'incomplete_player_box': 1}"
Pacific Coast Athletic,San Diego Mesa,25,9,16,710.6,90.1,101.7,-11.7,-4.67,-3.7,-8.927,-5.482,"{'incomplete_minutes_total': 13, 'team_missing_from_box': 2, 'incomplete_player_box': 1}"
South Coast-South,El Camino,26,9,17,906.1,98.7,110.0,-11.4,-4.55,-0.26,-10.73,-3.707,"{'incomplete_minutes_total': 4, 'team_missing_from_box': 11, 'score_total_mismatch': 1, 'incomplete_player_box': 1}"
Big Eight,Cosumnes River,26,8,18,588.2,87.2,90.3,-3.1,-1.22,-4.84,-7.463,-7.853,"{'incomplete_minutes_total': 17, 'incomplete_player_box': 1}"
Central Valley,Porterville,25,8,17,643.0,94.2,109.0,-14.8,-5.91,-2.03,-10.582,-4.213,{'incomplete_minutes_total': 17}
South Coast-North,LA Trade Tech,23,8,15,584.5,92.0,108.3,-16.3,-6.5,-2.91,-13.104,-6.563,"{'score_total_mismatch': 1, 'incomplete_player_box': 11, 'team_missing_from_box': 2, 'incomplete_minutes_total': 1}"
Pacific Coast Athletic,Imperial Valley,25,7,18,545.6,95.9,106.7,-10.8,-4.33,-1.39,-9.828,-4.221,"{'incomplete_player_box': 3, 'incomplete_minutes_total': 13, 'score_total_mismatch': 2}"
Bay Valley,Merritt,28,6,22,430.9,99.6,95.8,3.7,1.49,0.09,-4.419,-2.816,"{'incomplete_minutes_total': 20, 'incomplete_player_box': 2}"
Coast-North,Canada,30,6,24,462.3,102.5,104.9,-2.4,-0.95,1.28,-9.704,-3.194,"{'incomplete_minutes_total': 22, 'score_total_mismatch': 1, 'incomplete_player_box': 1}"
South Coast-North,East Los Angeles,30,6,24,397.9,116.3,107.1,9.3,3.72,6.81,-3.387,3.453,"{'incomplete_minutes_total': 14, 'team_missing_from_box': 5, 'score_total_mismatch': 3, 'incomplete_player_box': 2}"
WSC North,Oxnard,19,6,13,475.1,101.2,115.4,-14.1,-5.64,0.77,-13.763,-3.506,"{'incomplete_minutes_total': 11, 'incomplete_player_box': 1, 'score_total_mismatch': 1}"
Bay Valley,Yuba,31,5,26,410.0,100.0,98.8,1.2,0.49,0.27,-7.455,-3.46,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 1}"
Coast-North,Chabot,27,5,22,418.3,83.0,89.7,-6.7,-2.68,-6.55,-8.113,-8.673,{'incomplete_minutes_total': 22}
Bay Valley,Contra Costa,27,4,23,296.1,90.2,96.6,-6.4,-2.57,-3.67,-10.237,-8.035,"{'incomplete_minutes_total': 21, 'incomplete_player_box': 2}"
Big Eight,American River,25,4,21,286.1,95.4,113.3,-17.8,-7.13,-1.55,-12.084,-4.745,"{'incomplete_minutes_total': 20, 'incomplete_player_box': 1}"
Golden Valley,Shasta,28,4,24,302.3,95.0,99.3,-4.3,-1.72,-1.75,-8.607,-5.452,"{'incomplete_minutes_total': 20, 'incomplete_player_box': 4}"
Inland Empire Athletic,Cerro Coso,25,4,21,335.2,83.8,109.8,-26.0,-10.38,-6.2,-16.699,-9.37,"{'incomplete_minutes_total': 20, 'incomplete_player_box': 1}"
Central Valley,Merced,26,3,23,225.9,80.1,110.2,-30.1,-12.04,-7.68,-17.43,-10.463,"{'incomplete_minutes_total': 21, 'incomplete_player_box': 2}"
Central Valley,Reedley,26,3,23,217.6,90.1,110.8,-20.7,-8.27,-3.7,-13.445,-6.502,"{'incomplete_minutes_total': 22, 'incomplete_player_box': 1}"
Coast-North,Ohlone,31,3,28,237.5,93.9,84.2,9.7,3.87,-2.17,-1.745,-4.221,"{'incomplete_minutes_total': 26, 'team_missing_from_box': 2}"
Coast-North,San Francisco,33,3,30,223.3,115.1,97.6,17.5,6.99,6.31,-0.588,1.764,"{'incomplete_minutes_total': 28, 'incomplete_player_box': 2}"
Golden Valley,Butte,27,3,24,228.3,109.5,72.7,36.8,14.72,4.07,7.562,0.756,"{'incomplete_minutes_total': 22, 'incomplete_player_box': 2}"
Central Valley,Columbia,25,2,23,134.4,114.5,116.8,-2.2,-0.89,6.09,-5.427,3.009,"{'incomplete_minutes_total': 22, 'incomplete_player_box': 1}"
Central Valley,West Hills Coalinga,27,2,25,177.7,114.2,100.7,13.5,5.4,5.96,-5.337,0.207,"{'incomplete_minutes_total': 24, 'team_missing_from_box': 1}"
Coast-North,De Anza,27,2,25,150.5,113.0,105.0,8.0,3.19,5.47,-0.559,3.897,"{'incomplete_minutes_total': 24, 'score_total_mismatch': 1}"
Coast-South,Gavilan,29,2,27,154.8,91.1,95.6,-4.5,-1.81,-3.28,-7.72,-5.953,"{'incomplete_minutes_total': 26, 'incomplete_player_box': 1}"
Coast-South,San Jose,25,2,23,152.9,68.0,100.7,-32.7,-13.08,-12.53,-20.379,-16.062,"{'incomplete_minutes_total': 20, 'incomplete_player_box': 3}"
Bay Valley,Los Medanos,27,1,26,86.1,78.9,94.0,-15.1,-6.04,-8.15,-10.769,-9.936,"{'incomplete_minutes_total': 23, 'incomplete_player_box': 3}"
Bay Valley,Marin,24,1,23,88.2,76.0,104.4,-28.4,-11.34,-9.33,-16.263,-12.092,{'incomplete_minutes_total': 23}
Bay Valley,Solano,27,1,26,68.5,77.3,96.3,-19.0,-7.59,-8.8,-17.654,-15.103,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 1}"
Big Eight,Diablo Valley,28,1,27,61.8,102.0,98.7,3.2,1.3,1.06,-1.981,-0.532,"{'incomplete_player_box': 2, 'incomplete_minutes_total': 25}"
Big Eight,Folsom Lake,25,1,24,85.2,84.5,95.1,-10.6,-4.23,-5.92,-7.022,-6.289,{'incomplete_minutes_total': 24}
Big Eight,Sacramento City,29,1,28,79.5,105.7,88.1,17.6,7.05,2.56,0.538,-1.584,"{'incomplete_minutes_total': 27, 'incomplete_player_box': 1}"
Big Eight,San Joaquin Delta,25,1,24,68.3,83.5,65.9,17.6,7.03,-6.33,2.808,-8.435,"{'incomplete_minutes_total': 22, 'incomplete_player_box': 2}"
Big Eight,Santa Rosa,30,1,29,71.9,89.0,100.1,-11.1,-4.45,-4.13,-8.839,-6.098,{'incomplete_minutes_total': 29}
Big Eight,Sierra,27,1,26,69.6,104.9,70.4,34.5,13.79,2.23,5.598,-1.087,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 1}"
Coast-North,Las Positas,29,1,28,84.4,85.3,130.3,-45.0,-18.0,-5.62,-23.704,-9.439,"{'incomplete_minutes_total': 26, 'incomplete_player_box': 1, 'score_total_mismatch': 1}"
Coast-South,West Valley,29,1,28,75.2,94.4,67.8,26.6,10.64,-1.97,2.57,-5.65,{'incomplete_minutes_total': 28}
Golden Valley,Feather River,28,1,27,79.4,66.8,113.4,-46.6,-18.65,-13.02,-25.053,-16.302,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 2}"
Golden Valley,Redwoods,24,1,23,79.6,57.8,103.1,-45.2,-18.1,-16.6,-19.981,-15.743,"{'incomplete_minutes_total': 21, 'incomplete_player_box': 2}"
